Setting,gamma,variable,value
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: PC",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.9,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: Hm
Reward: Sm",0.95,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
"Transition: PC
Reward: Hm",0.9,proposed - oracle,0.0
